uf;municipio;evento;data_referencia;agente;arma;faixa_etaria;feminino;masculino;nao_informado;total_vitima;total;total_peso;abrangencia;formulario
SP;ITAPURA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITAQUAQUECETUBA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITARARÉ;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITARIRI;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITATIBA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITATINGA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITIRAPINA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITIRAPUÃ;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITOBI;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITU;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITUPEVA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ITUVERAVA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JABORANDI;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JABOTICABAL;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JACAREÍ;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JACI;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JACUPIRANGA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JAGUARIÚNA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JALES;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JAMBEIRO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JANDIRA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JARDINÓPOLIS;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JARINU;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JAÚ;Lesão corporal seguida de morte;01/04/25;;;;1;0;0;1;;;Estadual;Formulário 1
SP;JERIQUARA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JOANÓPOLIS;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JOÃO RAMALHO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JOSÉ BONIFÁCIO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JÚLIO MESQUITA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JUMIRIM;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JUNDIAÍ;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JUNQUEIRÓPOLIS;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JUQUIÁ;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;JUQUITIBA;Lesão corporal seguida de morte;01/04/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;LAGOINHA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LARANJAL PAULISTA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LAVÍNIA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LAVRINHAS;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LEME;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LENÇÓIS PAULISTA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LIMEIRA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LINDÓIA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LINS;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LORENA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LOURDES;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LOUVEIRA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LUCÉLIA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LUCIANÓPOLIS;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LUÍS ANTÔNIO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LUIZIÂNIA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LUPÉRCIO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;LUTÉCIA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MACATUBA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MACAUBAL;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MACEDÔNIA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MAGDA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MAIRINQUE;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MAIRIPORÃ;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MANDURI;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MARABÁ PAULISTA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MARACAÍ;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MARAPOAMA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MARIÁPOLIS;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MARÍLIA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MARINÓPOLIS;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MARTINÓPOLIS;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MATÃO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MAUÁ;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MENDONÇA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MERIDIANO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MESÓPOLIS;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MIGUELÓPOLIS;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MINEIROS DO TIETÊ;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MIRA ESTRELA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MIRACATU;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MIRANDÓPOLIS;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MIRANTE DO PARANAPANEMA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MIRASSOL;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MIRASSOLÂNDIA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MOCOCA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MOGI DAS CRUZES;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MOGI GUAÇU;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MOGI MIRIM;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MOMBUCA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MONÇÕES;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MONGAGUÁ;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MONTE ALEGRE DO SUL;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MONTE ALTO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MONTE APRAZÍVEL;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MONTE AZUL PAULISTA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MONTE CASTELO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MONTE MOR;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MONTEIRO LOBATO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MORRO AGUDO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MORUNGABA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MOTUCA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;MURUTINGA DO SUL;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NANTES;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NÃO INFORMADO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NARANDIBA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NATIVIDADE DA SERRA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NAZARÉ PAULISTA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NEVES PAULISTA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NHANDEARA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NIPOÃ;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA ALIANÇA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA CAMPINA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA CANAÃ PAULISTA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA CASTILHO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA EUROPA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA GRANADA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA GUATAPORANGA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA INDEPENDÊNCIA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA LUZITÂNIA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVA ODESSA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVAIS;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NOVO HORIZONTE;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;NUPORANGA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;OCAUÇU;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ÓLEO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;OLÍMPIA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ONDA VERDE;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ORIENTE;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ORINDIÚVA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ORLÂNDIA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;OSASCO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;OSCAR BRESSANE;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;OSVALDO CRUZ;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;OURINHOS;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;OURO VERDE;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;OUROESTE;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PACAEMBU;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PALESTINA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PALMARES PAULISTA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PALMEIRA D'OESTE;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PALMITAL;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PANORAMA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARAGUAÇU PAULISTA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARAIBUNA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARAÍSO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARANAPANEMA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARANAPUÃ;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARAPUÃ;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARDINHO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARIQUERA-AÇU;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PARISI;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PATROCÍNIO PAULISTA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PAULICÉIA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PAULÍNIA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PAULISTÂNIA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PAULO DE FARIA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEDERNEIRAS;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEDRA BELA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEDRANÓPOLIS;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEDREGULHO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEDREIRA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEDRINHAS PAULISTA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEDRO DE TOLEDO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PENÁPOLIS;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEREIRA BARRETO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PEREIRAS;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PERUÍBE;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIACATU;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIEDADE;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PILAR DO SUL;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PINDAMONHANGABA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PINDORAMA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PINHALZINHO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIQUEROBI;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIQUETE;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIRACAIA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIRACICABA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIRAJU;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIRAJUÍ;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIRANGI;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIRAPORA DO BOM JESUS;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIRAPOZINHO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIRASSUNUNGA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PIRATININGA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PITANGUEIRAS;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PLANALTO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PLATINA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;POÁ;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;POLONI;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;POMPÉIA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PONGAÍ;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PONTAL;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PONTALINDA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PONTES GESTAL;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;POPULINA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PORANGABA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PORTO FELIZ;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PORTO FERREIRA;Lesão corporal seguida de morte;01/04/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;POTIM;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;POTIRENDABA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRACINHA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRADÓPOLIS;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRAIA GRANDE;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRATÂNIA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRESIDENTE ALVES;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRESIDENTE BERNARDES;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRESIDENTE EPITÁCIO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRESIDENTE PRUDENTE;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PRESIDENTE VENCESLAU;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;PROMISSÃO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;QUADRA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;QUATÁ;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;QUEIROZ;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;QUELUZ;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;QUINTANA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RAFARD;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RANCHARIA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;REDENÇÃO DA SERRA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;REGENTE FEIJÓ;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;REGINÓPOLIS;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;REGISTRO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RESTINGA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIBEIRA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIBEIRÃO BONITO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIBEIRÃO BRANCO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIBEIRÃO CORRENTE;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIBEIRÃO DO SUL;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIBEIRÃO DOS ÍNDIOS;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIBEIRÃO GRANDE;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIBEIRÃO PIRES;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIBEIRÃO PRETO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIFAINA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RINCÃO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RINÓPOLIS;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIO CLARO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIO DAS PEDRAS;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIO GRANDE DA SERRA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RIOLÂNDIA;Lesão corporal seguida de morte;01/04/25;;;;0;1;0;1;;;Estadual;Formulário 1
SP;RIVERSUL;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ROSANA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;ROSEIRA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RUBIÁCEA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;RUBINÉIA;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SABINO;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SAGRES;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
SP;SALES;Lesão corporal seguida de morte;01/04/25;;;;0;0;0;0;;;Estadual;Formulário 1
